,attraction_names,address,category,rating,num_reviews,suggested_duration(hr),main_category,sub_cat1,sub_cat2
563,The Lido,"518 Broadway E, Vancouver, British Columbia V5T 1X5 Canada","['Bars & Clubs ', ' Blues Bars']",4.0,3,2,Bars & Clubs , Blues Bars,
564,West Coast Kids,"4428 Main St, Vancouver, British Columbia V5V 3R3 Canada",['Department Stores'],5.0,1,,Department Stores,,
565,Cell Universe,"4307 Main St, Vancouver, British Columbia V5V 3R1 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
566,Vancouver Shuttle & Charter,,['Taxis & Shuttles'],3.5,7,2,Taxis & Shuttles,,
567,Chief Of The Undersea World,"845 Avison Way In Front Of Vancouver Aquarium, Vancouver, British Columbia V6G 3E2 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",5.0,1,,Points of Interest & Landmarks , Monuments & Statues,
568,Pierre's Champagne Lounge,"1035 Mainland St, Vancouver, British Columbia V6B 5P9 Canada",['Bars & Clubs'],4.5,2,,Bars & Clubs,,
569,Fortune Sound Club,"147 Pender St E, Vancouver, British Columbia V6A 1T6 Canada","['Bars & Clubs ', ' Dance Clubs & Discos']",4.0,8,,Bars & Clubs , Dance Clubs & Discos,
570,Seafood City,"1689 Johnston St Granville Island Public Market, Vancouver, British Columbia V6H 3R9 Canada",['Speciality & Gift Shops'],4.0,3,,Speciality & Gift Shops,,
571,Fazakas Gallery,"145 6th Ave W, Vancouver, British Columbia V5Y 1K3 Canada","['Speciality & Gift Shops ', ' Art Galleries ', ' Art Museums']",5.0,2,2,Speciality & Gift Shops , Art Galleries , Art Museums
572,Martin Smith Jewellery at The Perfect Gift,"1850 57th Ave W, Vancouver, British Columbia V6P 1T7 Canada",['Speciality & Gift Shops'],5.0,2,,Speciality & Gift Shops,,
573,Fraserview Golf Course,"7800 Vivian Dr, Vancouver, British Columbia V5S 2V8 Canada",['Golf Courses'],3.5,20,,Golf Courses,,
574,Big Feet,"1311 Robson St, Vancouver, British Columbia V6E 1C6 Canada",['Spas'],3.5,6,2,Spas,,
575,Cambie Bar & Grill,"300 Cambie St, Vancouver, British Columbia V6B 2N3 Canada",['Bars & Clubs'],3.5,26,,Bars & Clubs,,
576,Nancy Lord,"410 Howe St, Vancouver, British Columbia V6C 2X1 Canada",['Speciality & Gift Shops'],4.5,2,2,Speciality & Gift Shops,,
577,Juillet Spa,"2525 Arbutus St Corner of West Broadway, Vancouver, British Columbia V6J 4S2 Canada",['Spas'],5.0,2,,Spas,,
578,Soho Beauty & Nail Boutique,"2868 Broadway W, Vancouver, British Columbia V6K 2G7 Canada",['Spas'],5.0,1,,Spas,,
579,NEXUS Kitsilano Vancouver,"2702 4th Ave W, Vancouver, British Columbia V6K 1R1 Canada",['Spas'],5.0,1,2,Spas,,
580,Hidden Gem Jewellery Studio,"108-1535 Johnston St, Vancouver, British Columbia V6H 3R9 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
581,Dollarama,"1779 Comox St Denman Place Mall, Vancouver, British Columbia V6G 1P5 Canada",['Speciality & Gift Shops'],5.0,1,2,Speciality & Gift Shops,,
582,Avida Wellness Centre & Spa,"33 West Pender Street, Vancouver, British Columbia V6B 0E5 Canada",['Spas'],4.0,4,2,Spas,,
583,Spice Beauty Bar,"2282 Commercial Dr, Vancouver, British Columbia V5N 4B5 Canada",['Spas'],5.0,1,,Spas,,
584,Awesome Spa,"947 Seymour St, Vancouver, British Columbia V6B 3M1 Canada",['Spas'],5.0,1,,Spas,,
585,Cristy's Rejuvenating Massage and Wellness Centre,"1160 Burrard #703, Vancouver, British Columbia V6Z 2E8 Canada",['Spas'],5.0,1,,Spas,,
586,Spartacus Books,"101-1983 Commercial Dr, Vancouver, British Columbia V5N 4A8 Canada",['Speciality & Gift Shops'],5.0,1,2,Speciality & Gift Shops,,
587,Cook Culture,"1548 Broadway W Granville, Vancouver, British Columbia V6J 5K9 Canada",['Cooking Classes'],5.0,1,,Cooking Classes,,
588,Poised Nail Lounge & Spa,"1171 Pender St W, Vancouver, British Columbia V6E 2P4 Canada",['Spas'],5.0,1,,Spas,,
589,Vancouver Mini Bus,,['Taxis & Shuttles'],5.0,1,,Taxis & Shuttles,,
590,Just Add Water Yoga,"1601 Bayshore Dr The Westin Bayshore Hotel, Vancouver, British Columbia V6G 2V4 Canada",['Yoga & Pilates'],5.0,1,,Yoga & Pilates,,
591,Anza Club,"3 8th Ave W, Vancouver, British Columbia V5Y 1M8 Canada",['Bars & Clubs'],4.5,2,,Bars & Clubs,,
592,Roots,"701 W Georgia Street, Vancouver, British Columbia V7Y 1G5 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
593,8M Foot & Body Lounge,"133 8th Ave E Unit 127, Vancouver, British Columbia V5T 1R8 Canada",['Spas'],5.0,1,,Spas,,
594,Joy Thai Massage,"801-1200 Burrard St, Vancouver, British Columbia V6Z 2C7 Canada",['Paint & Pottery Studios'],5.0,1,,Paint & Pottery Studios,,
595,Pedego Electric Bikes Vancouver,"2774 4th Ave W, Vancouver, British Columbia V6K 1R1 Canada",['Equipment Hire'],5.0,1,3,Equipment Hire,,
596,Beautiful Minds Wellness Centre,"2622 Broadway W, Vancouver, British Columbia V6K 2G3 Canada",['Spas'],5.0,1,,Spas,,
597,Old Faithful,"320 Cordova St W, Vancouver, British Columbia V6B 1E8 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
598,Open To Beauty Esthetics Lounge,"1842 West 57th Avenue Kerrisdale, Vancouver, British Columbia V6P 1T7 Canada",['Spas'],5.0,1,,Spas,,
599,SkinGlow Laser & Rejuvenation Clinic,"1140 Homer St Suite 250B, Yaletown & False Creek North, Vancouver, British Columbia V6B 2X6 Canada",['Spas'],3.5,3,,Spas,,
600,Milady Spa,"1236 Burrard St, Vancouver, British Columbia V6Z 1Z1 Canada",['Spas'],5.0,1,,Spas,,
601,Pulpfiction Books,"2422 Main St, Vancouver, British Columbia V5T 3E2 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
602,Second Nature Home Boutique,"1827 Victoria Divers, Vancouver, British Columbia V5N 2K2 Canada",['Speciality & Gift Shops'],4.5,2,,Speciality & Gift Shops,,
603,Tall Order Culinary Team Building,"1164 Comox St, Vancouver, British Columbia V6E 1K5 Canada",['Cooking Classes'],5.0,1,,Cooking Classes,,
604,Canucks Team Store,"800 Griffiths Way, Vancouver, British Columbia V6B 6G1 Canada",['Speciality & Gift Shops'],4.0,2,,Speciality & Gift Shops,,
605,Bodhi Thai Massage,"5729 West Boulevard Suite 7, Vancouver, British Columbia V6M 3W8 Canada",['Spas'],5.0,1,,Spas,,
606,Red Room Ultra Bar,"398 Richards St, Vancouver, British Columbia V6B 4Y2 Canada",['Bars & Clubs'],3.5,19,3,Bars & Clubs,,
607,Mintage,"1714 Commercial Dr, Vancouver, British Columbia V5N 4A3 Canada",['Speciality & Gift Shops'],3.5,3,,Speciality & Gift Shops,,
608,Cappelleria Bertacchi Italian Hatcrafter,"131 Water St 121, Vancouver, British Columbia V6B 4M3 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
609,Vancouver Healing Massage,"2956 4th Ave W, Vancouver, British Columbia V6K 1R4 Canada",['Spas'],5.0,1,,Spas,,
610,Vicki's Nail Studio,"2723 Arbutus St, Vancouver, British Columbia V6J 3Y5 Canada",['Spas'],5.0,1,,Spas,,
611,Broadway Nails Spa,"725 Broadway E, Vancouver, British Columbia V5T 1X8 Canada",['Spas'],5.0,1,,Spas,,
612,Vida Spa at YYoga,"888 Burrard St, Vancouver, British Columbia V6Z 1X9 Canada",['Spas'],4.0,2,,Spas,,
613,Zen Wellness Center,"736 16th Ave W, Vancouver, British Columbia V5Z 1S7 Canada",['Spas'],5.0,1,2,Spas,,
614,Spa Diva Esthetics Studio,"1736 Alberni St, Vancouver, British Columbia V6G 1B2 Canada",['Spas'],5.0,1,,Spas,,
615,The Salon Beauty Bar,"505 Thurlow St, Vancouver, British Columbia V6E 4J6 Canada",['Spas'],5.0,1,,Spas,,
616,Splash Swim and Cruise,"2950 4th Ave W, Vancouver, British Columbia V6K 1R4 Canada",['Speciality & Gift Shops'],3.5,7,,Speciality & Gift Shops,,
617,BeautyWorx Spa,"772 Thurlow St, Vancouver, British Columbia V6E 1V8 Canada",['Spas'],5.0,1,,Spas,,
618,Footworks Relaxology,"3645 Broadway W, Vancouver, British Columbia V6R 2B8 Canada",['Spas'],5.0,1,,Spas,,
619,Civello,"2714 Granville St, Vancouver, British Columbia V6H 3J3 Canada",['Spas'],5.0,1,,Spas,,
620,Bamboo Village,"135 Pender St E, Vancouver, British Columbia V6A 1T6 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
621,Bioethique Spa,"3578 4th Ave W, Vancouver, British Columbia V6R 1N8 Canada",['Spas'],5.0,1,,Spas,,
622,Dunbar Village,,['Speciality & Gift Shops'],4.5,2,3,Speciality & Gift Shops,,
623,18 Pairs of Blue and White Running Shoes,"5033 Cambie St., Vancouver, British Columbia V5Z 2Z6 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
624,900 Oranges Sculpture,"5077 Cambie St., Vancouver, British Columbia V5Z 0H7 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
625,Exit Gastown,"289 Abbott St 100, Vancouver, British Columbia V6B 2K7 Canada",['Escape Games'],3.5,2,,Escape Games,,
626,Simon Fraser Statue,"450 Southwest Marine Drive Marine Gateway, Vancouver, British Columbia V5X 0C7 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
627,Qualitour,"5635 Cambie St, Vancouver, British Columbia V5Z 3A3 Canada",['Taxis & Shuttles'],3.5,3,,Taxis & Shuttles,,
628,Ninth Column,"1618 Quebec St Part Of Central Building, Vancouver, British Columbia V6A 0C5 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
629,Joe Fortes Drinking Fountain,"1755 Beach Ave South Side Of Alexandra Park, Vancouver, British Columbia V6E 1V3 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
630,Wishing Treats,"49 Hastings St W, Vancouver, British Columbia V6B 1G4 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
631,Davie Village,"Davie Bldg. 1033 Davie St, Vancouver, British Columbia V6E 1M7 Canada",['Neighbourhoods'],4.0,1,,Neighbourhoods,,
632,Echoes,"1499 Arbutus Street Located On Kitsilano Beach, Vancouver, British Columbia V6J 5N2 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
633,Strub Activewear,"1616 Duranleau St, Vancouver, British Columbia V6H 3S4 Canada",['Speciality & Gift Shops'],4.5,3,,Speciality & Gift Shops,,
634,Port De Vancouver,"100 The Pointe, 999 Place Du Canada, Vancouver, British Columbia V6C 3T4 Canada",['Bodies of Water'],4.0,1,,Bodies of Water,,
635,Sunset Grill,"2204 York Ave, Vancouver, British Columbia V6K 1C6 Canada",['Bars & Clubs'],3.5,3,,Bars & Clubs,,
636,"YYoga Kitsilano, Vancouver","1915 4th Ave W, Vancouver, British Columbia V6J 1M7 Canada",['Yoga & Pilates'],3.5,10,,Yoga & Pilates,,
637,Blue Ocean Wellness Spa,"1789 Davie St Unit 201, Vancouver, British Columbia V6G 1W5 Canada",['Spas'],4.0,1,,Spas,,
638,Circus3,"5990 Victoria Dr, Vancouver, British Columbia V5V 3N2 Canada",['Theatre & Performances'],4.0,2,2,Theatre & Performances,,
639,Lightshed,"1199 Cordova St W, Vancouver, British Columbia V6C 0A1 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
640,Habitat Island,"1616 Columbia St South False Creek, Vancouver, British Columbia V5Y 0B7 Canada",['Parks'],4.0,1,,Parks,,
641,Michelle’s Import Plus Ltd,"73 Water St, Vancouver, British Columbia V6B 1A1 Canada",['Speciality & Gift Shops'],3.5,2,,Speciality & Gift Shops,,
642,Love In The Rain,"4600 Cambie Street Queen Elizabeth Park, Vancouver, British Columbia V5Z 2Z1 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
643,United Executive Transportation,,['Taxis & Shuttles'],5.0,1,,Taxis & Shuttles,,
644,Gate To The Northwest Passage,"1100 Chestnut St Vanier Park, Near Seawall, Vancouver, British Columbia V6J 3J9 Canada",['Monuments & Statues'],4.0,1,,Monuments & Statues,,
645,Should I Be Worried?,"Southeast False Creek Seawall East Of Cambie Street Bridge, Vancouver, British Columbia V5Y 0E5 Canada",['Points of Interest & Landmarks'],3.5,2,,Points of Interest & Landmarks,,
646,Foreshore Trail,,['Hiking Trails'],4.0,1,,Hiking Trails,,
647,Lord Stanley Memorial Monument,"688 Stanley Park Dr, Vancouver, British Columbia V6G 3E2 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",3.5,2,,Points of Interest & Landmarks , Monuments & Statues,
648,Lumbermen's Arch,"Stanley Park Drive, Vancouver, British Columbia V6G 3E2 Canada",['Points of Interest & Landmarks'],3.5,2,,Points of Interest & Landmarks,,
649,Pulpfiction Books,"2754 Broadway W, Vancouver, British Columbia V6K 2G4 Canada",['Speciality & Gift Shops'],4.0,1,,Speciality & Gift Shops,,
650,Bill Curtis Square,"1198 Mainland St, Vancouver, British Columbia V6B 2T9 Canada",['Points of Interest & Landmarks'],4.0,1,,Points of Interest & Landmarks,,
651,Chehalis Cross Memorial,"2238 Stanley Park Dr #2326, Vancouver, British Columbia V6G 3E2 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",3.5,2,,Points of Interest & Landmarks , Monuments & Statues,
652,House of Chain,"2083 Alma St, Vancouver, British Columbia V6R 4N6 Canada",['Equipment Hire'],5.0,1,,Equipment Hire,,
653,Whistlerrides,,['Bus Services'],3.5,6,,Bus Services,,
654,Moonlight Natural Pet Store,"935 Hastings St E, Vancouver, British Columbia V6A 1R9 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
655,Sticky's Candy Hastings,"3609 Hastings St E, Vancouver, British Columbia V5K 2B1 Canada",['Speciality & Gift Shops'],5.0,2,,Speciality & Gift Shops,,
656,Instant Theatre Company,"1212 Commercial Dr Havana Theatre, Vancouver, British Columbia V5L 3X4 Canada","['Comedy Clubs ', ' Theatre & Performances']",5.0,1,2,Comedy Clubs , Theatre & Performances,
657,Ten Thousand Villages,"1660 Duranleau St, Vancouver, British Columbia V6H 3S4 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
658,Magnifique Nail Spa,"3268 Broadway W, Vancouver, British Columbia V6K 2H4 Canada",['Spas'],5.0,1,,Spas,,
659,City Square Shopping Centre,"555 West 12th Avenue, Vancouver, British Columbia V5Z 3X7 Canada",['Shopping Malls'],4.5,5,,Shopping Malls,,
660,Polar Bear Compound,"Avison Way 2-minutes From Vancouver Aquarium, Vancouver, British Columbia V6G 3E2 Canada","['Points of Interest & Landmarks ', ' Mysterious Sites']",4.0,1,,Points of Interest & Landmarks , Mysterious Sites,
661,Two Spirits Carving,"Stanley Park Off Rawlings Trail Near Second Beach, Vancouver, British Columbia V6G 1Z4 Canada","['Points of Interest & Landmarks ', ' Mysterious Sites ', ' Monuments & Statues']",4.0,1,,Points of Interest & Landmarks , Mysterious Sites , Monuments & Statues
662,Hollow Tree,,"['Historic Sites ', ' Points of Interest & Landmarks']",3.5,3,,Historic Sites , Points of Interest & Landmarks,
663,Rock Paper Scissors,"1943 Cornwall Ave Monday Nights, Vancouver, British Columbia V6J 1C8 Canada","['Bars & Clubs ', ' Comedy Clubs']",5.0,1,2,Bars & Clubs , Comedy Clubs,
664,The Proud Youth,"Drake Street Along Yaletown Seawall, Vancouver, British Columbia V6Z 2W4 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",3.5,3,,Points of Interest & Landmarks , Monuments & Statues,
665,The Pit Pub UBC,"6133 University Blvd, Vancouver, British Columbia V6T 1Z1 Canada",['Bars & Clubs'],3.5,5,,Bars & Clubs,,
666,Grubwear,"617 Kingsway, Vancouver, British Columbia V5T 3K5 Canada",['Speciality & Gift Shops'],5.0,1,,Speciality & Gift Shops,,
667,Creekside Park,"1455 Quebec St, Vancouver, British Columbia V6A 3Z7 Canada",['Parks'],3.5,3,,Parks,,
668,Robson Street Yoga,"1610 Robson St Suite 208, Vancouver, British Columbia V6G 1C7 Canada",['Yoga & Pilates'],5.0,1,2,Yoga & Pilates,,
669,Dutil,"303 Cordova St W, Vancouver, British Columbia V6B 1E5 Canada",['Speciality & Gift Shops'],4.0,1,,Speciality & Gift Shops,,
670,The Corner,"612 Davie St, Vancouver, British Columbia V6B 2G5 Canada",['Bars & Clubs'],4.0,4,,Bars & Clubs,,
671,Turquoise KIngdom,"1714 Commercial Dr, Vancouver, British Columbia V5N 4A3 Canada",['Speciality & Gift Shops'],4.0,3,,Speciality & Gift Shops,,
672,The Cove Pub,"3681 4th Ave W, Vancouver, British Columbia V6R 1P2 Canada",['Bars & Clubs'],3.5,7,,Bars & Clubs,,
673,Goorin Bros Hat Shop,"1188 Hamilton St, Vancouver, British Columbia V6B 2S2 Canada",['Speciality & Gift Shops'],4.0,1,,Speciality & Gift Shops,,
674,Bar None,"1222 Hamilton St, Vancouver, British Columbia V6B 2S8 Canada",['Bars & Clubs'],3.5,13,,Bars & Clubs,,
675,Suki's Salon & Spa,"3157 South Graville Street, Vancouver, British Columbia V6H 3K1 Canada",['Spas'],4.0,1,,Spas,,
676,Terri's Beautique,"4446 Dunbar St, Vancouver, British Columbia V6S 2G5 Canada",['Spas'],4.0,1,,Spas,,
677,Seven32 Nail & Spa,"732 Broadway W, Vancouver, British Columbia V5Z 1G8 Canada",['Spas'],4.0,1,,Spas,,
678,Inkary,"1664 Duranleau St, Vancouver, British Columbia V6H 3S4 Canada",['Speciality & Gift Shops'],4.0,2,,Speciality & Gift Shops,,
679,Four Seasons Nail & Spa,"1817 Robson St, Vancouver, British Columbia V6G 1E4 Canada",['Spas'],4.0,4,,Spas,,
680,Metta Rest Spa,"3663 Broadway W, Vancouver, British Columbia V6R 2B8 Canada",['Spas'],4.0,1,2,Spas,,
681,Czechrose Natrural Therapy,"1226 Hamilton St Suite 200, Vancouver, British Columbia V6B 2S8 Canada",['Spas'],4.0,1,2,Spas,,
682,Grandview Lanes,"2195 Commercial Dr, Vancouver, British Columbia V5N 4B3 Canada",['Bowling Alleys'],3.5,8,,Bowling Alleys,,
683,Georgia West Therapeutics,"103A-1111 Georgia St W, Vancouver, British Columbia V6E 4M3 Canada",['Spas'],4.0,1,,Spas,,
684,Ginger 62,,['Bars & Clubs'],5.0,1,,Bars & Clubs,,
685,Cook Culture,"1317 Blanshard St The Atrium Building, Vancouver, British Columbia V8W 0B5 Canada",['Cooking Classes'],4.0,1,3,Cooking Classes,,
686,Rent a Bus Vancouver,"500 Nicola Street, Vancouver, British Columbia V6G 3J7 Canada",['Taxis & Shuttles'],3.5,2,,Taxis & Shuttles,,
687,Wanderlust Store,"1929 4th Ave W, Vancouver, British Columbia V6J 1M7 Canada",['Speciality & Gift Shops'],3.0,2,,Speciality & Gift Shops,,
688,Le Petit Spa,"307 West 200 South Unit 4, Vancouver, British Columbia V6K 2H1 Canada",['Spas'],3.5,2,,Spas,,
689,Fivesixty,"560 Seymour St, Vancouver, British Columbia V6B 3J5 Canada",['Bars & Clubs'],3.5,2,,Bars & Clubs,,
690,Wink Beauty Lounge and Boutique,"67 Cordova St E Koret Lofts, Vancouver, British Columbia V6A 1K3 Canada",['Spas'],4.0,1,,Spas,,
691,Semperviva Yoga Studio and College,"2201 4th Ave W, Vancouver, British Columbia V6K 1N9 Canada",['Yoga & Pilates'],3.0,6,,Yoga & Pilates,,
692,Hot Jazz Society,"2120 Main St, Vancouver, British Columbia V5T 3C5 Canada",['Jazz Bars'],5.0,1,,Jazz Bars,,
693,Beverly's The Spa On 4th,"2185 4th Ave W, Vancouver, British Columbia V6K 1N7 Canada",['Spas'],3.5,5,2,Spas,,
694,David Oppenheimer Statue,,"['Points of Interest & Landmarks ', ' Monuments & Statues']",3.0,1,,Points of Interest & Landmarks , Monuments & Statues,
695,108 Steps,"2220 Kingsway, Vancouver, British Columbia V5N 2T7 Canada",['Monuments & Statues'],3.0,1,,Monuments & Statues,,
696,Art Phillips Park,"625 Burrard St, Vancouver, British Columbia V6C 0A4 Canada",['Parks'],2.5,2,,Parks,,
697,Strathcona Park,"857 Malkin Ave, Vancouver, British Columbia V6A 2K5 Canada",['Parks'],3.0,1,,Parks,,
698,China Creek North Park,,['Parks'],3.0,2,,Parks,,
699,The Piccadilly Pub,"620 Pender St W, Vancouver, British Columbia V6B 1V8 Canada",['Bars & Clubs'],3.0,1,,Bars & Clubs,,
700,Pop Opera Nightclub,"686 Hastings St W, Vancouver, British Columbia V6B 1P1 Canada",['Bars & Clubs'],3.0,1,,Bars & Clubs,,
701,The Point,"2205 Lower Mall, Building 4, Vancouver, British Columbia CSC 666 Canada",['Bars & Clubs'],3.0,2,,Bars & Clubs,,
702,The Bimini Public House,"2010 4th Ave W, Vancouver, British Columbia V6J 1M9 Canada",['Bars & Clubs'],3.0,1,,Bars & Clubs,,
703,Barcelona Ultra Lounge,"1180 Granville St, Vancouver, British Columbia V6Z 1L8 Canada",['Bars & Clubs'],3.0,1,,Bars & Clubs,,
704,Sakuraya Japanese Supermarket,"517 Broadway E, Vancouver, British Columbia V5T 1X4 Canada",['Speciality & Gift Shops'],3.0,1,,Speciality & Gift Shops,,
705,skoah Kitsilano,"2258 West 4th Ave., Vancouver, British Columbia V6K 2E3 Canada",['Spas'],3.0,1,,Spas,,
706,Queen Victoria Memorial Monument,"690-900 Stanley Park Dr Located on north side of Stanley Park, Vancouver, British Columbia V6G 3E2 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",3.0,2,,Points of Interest & Landmarks , Monuments & Statues,
707,Captain George Vancouver Statue,"453 12th Ave W In Front Of City Hall, Vancouver, British Columbia V5Y 1V4 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",3.0,1,,Points of Interest & Landmarks , Monuments & Statues,
708,Need Sculpture,"1289 West Pender Street, Vancouver, British Columbia V6G 3E3 Canada",['Monuments & Statues'],3.0,1,,Monuments & Statues,,
709,Grandview Park,"1657 Charles St Commercial Drive, Vancouver, British Columbia V5L 2T4 Canada",['Parks'],3.0,1,,Parks,,
710,A False Creek,"1020 Marinaside Crescent Under Cambie Street Bridge, Vancouver, British Columbia V6Z 3A2 Canada",['Points of Interest & Landmarks'],3.0,1,,Points of Interest & Landmarks,,
711,Sutcliffe Park,"1318 Cartwright St, Vancouver, British Columbia V6H 3R8 Canada",['Parks'],3.0,1,,Parks,,
712,The Family Sculpture,"1551 Johnson Street Courtyard @ Creekhouse, Vancouver, British Columbia V6H 3S4 Canada",['Monuments & Statues'],3.0,2,,Monuments & Statues,,
713,The Stop,"236 3rd Ave W, Vancouver, British Columbia V5Y 1G1 Canada",['Monuments & Statues'],3.0,1,,Monuments & Statues,,
714,Time Top Sculpture,"1017 Marinaside Crescent North Side West Of Cambie Bridge, Vancouver, British Columbia V6Z 2Y9 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",3.0,1,,Points of Interest & Landmarks , Monuments & Statues,
715,President Harding Memorial,"Stanley Park Between Pavilion And Malkin Bowl, Vancouver, British Columbia V6G 3E2 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",3.0,1,,Points of Interest & Landmarks , Monuments & Statues,
716,10 Baseball Caps Sculpture,"4963 Cambie St, Vancouver, British Columbia V5Z 2Z4 Canada",['Monuments & Statues'],3.0,1,,Monuments & Statues,,
717,The West End Sex Workers Memorial,"1130 Jervis St, Vancouver, British Columbia V6E 2C7 Canada",['Monuments & Statues'],3.0,1,,Monuments & Statues,,
718,Vessel Sculpture,"625 Burrard St Located In Art Phillips Park, Vancouver, British Columbia V6C 0A4 Canada",['Monuments & Statues'],3.0,1,,Monuments & Statues,,
719,Adorn Nail and Spa,"3061 Granville St, Vancouver, British Columbia V6H 3J9 Canada",['Spas'],3.0,1,,Spas,,
720,Oak + Fort,"355 Water St, Vancouver, British Columbia V6B 1B8 Canada",['Speciality & Gift Shops'],3.0,1,,Speciality & Gift Shops,,
721,Denman Place Mall,"Denman Place Mall 1030 Denman St, Vancouver, British Columbia V6G 2M6 Canada",['Shopping Malls'],3.0,1,2,Shopping Malls,,
722,Fantacity,"1133 Robson St, Vancouver, British Columbia V6E 1B5 Canada",['Karaoke Bars'],3.0,1,,Karaoke Bars,,
723,Seaforth Armoury,"1650 Burrard St, Vancouver, British Columbia V6J 3G4 Canada","['Historic Sites ', ' Points of Interest & Landmarks ', ' Military Bases & Facilities']",3.0,2,,Historic Sites , Points of Interest & Landmarks , Military Bases & Facilities
724,Pioneers Cemetery,,"['Points of Interest & Landmarks ', ' Cemeteries ', ' Mysterious Sites']",3.0,2,,Points of Interest & Landmarks , Cemeteries , Mysterious Sites
725,SpaEthos,"2200 4th Ave W, Vancouver, British Columbia V6K 1N8 Canada",['Spas'],3.5,3,,Spas,,
726,Au Bar,"674 Seymour St, Vancouver, British Columbia V6B 3K4 Canada",['Bars & Clubs'],2.5,11,,Bars & Clubs,,
727,Rupert Park Pitch & Putt,"3402 Charles St, Vancouver, British Columbia V5K 5H9 Canada",['Golf Courses'],3.5,4,2,Golf Courses,,
728,La Jolie Spa,"2041 Stephens St, Vancouver, British Columbia V6K 3W2 Canada",['Spas'],3.0,5,,Spas,,
729,Republic Vancouver,"958 Granville St, Vancouver, British Columbia V6Z 1L2 Canada","['Bars & Clubs ', ' Dance Clubs & Discos']",3.0,14,,Bars & Clubs , Dance Clubs & Discos,
730,Celebrities Nightclub,"1022 Davie St, Vancouver, British Columbia V6E 1M3 Canada","['Bars & Clubs ', ' Dance Clubs & Discos']",2.5,2,,Bars & Clubs , Dance Clubs & Discos,
731,Albion Books,"523 Richards St, Vancouver, British Columbia V6B 2Z5 Canada",['Speciality & Gift Shops'],3.0,6,,Speciality & Gift Shops,,
732,My Spa Beauty + Wellness Center,"1033 Cambie St, Vancouver, British Columbia V6B 5L7 Canada",['Spas'],3.0,4,,Spas,,
733,Media Club,"638 Cambie Street Cambie St and Georgia St, Vancouver, British Columbia V6B 2P1 Canada",['Bars & Clubs'],2.0,1,,Bars & Clubs,,
734,More Bikes,"3332 Shrum Lane 1856 W. 4th Avenue, Vancouver, British Columbia V6S 0B9 Canada",['Equipment Hire'],3.0,2,,Equipment Hire,,
735,Bows X Arrows,"4194 Fraser St, Vancouver, British Columbia V5V 4E8 Canada",['Bars & Clubs'],2.5,2,2,Bars & Clubs,,
736,Pat's Pub & Brewhouse,"403 Hastings St E, Vancouver, British Columbia V6A 1P6 Canada",['Bars & Clubs'],2.5,3,,Bars & Clubs,,
737,Brush With Illumination,"1300 Pacific Blvd False Creek, Adjacent David Lam Park, Vancouver, British Columbia V6Z 0A9 Canada","['Points of Interest & Landmarks ', ' Monuments & Statues']",2.5,2,,Points of Interest & Landmarks , Monuments & Statues,
738,Vanlimo Limousine Service,"1427 W King Edward Ave, Vancouver, British Columbia V6H 2A3 Canada",['Taxis & Shuttles'],3.0,2,,Taxis & Shuttles,,
739,Edward VII Memorial Fountain,"750 Hornby St Vancouver Art Gallery, Vancouver, British Columbia V6Z 2H7 Canada",['Fountains'],2.5,2,,Fountains,,
740,The Main,"4210 Main St, Vancouver, British Columbia V5V 3P9 Canada",['Bars & Clubs'],2.5,7,,Bars & Clubs,,
741,Ridebooker,"3036 Alpine Cres, Vancouver, British Columbia V8E 0B8 Canada","['Bus Services ', ' Taxis & Shuttles']",3.0,2,3,Bus Services , Taxis & Shuttles,
